LAMMPS data file via write_data, version 17 Feb 2022, timestep = 10

1466 atoms
3 atom types

-2.220001 99.540001 xlo xhi
-2.220001 99.540001 ylo yhi
-2.220001 99.540001 zlo zhi

Masses

1 55.845
2 55.845
3 15.9994

Pair Coeffs # lj/cut/coul/cut

1 9.0298e-07 4.9062
2 9.0298e-07 4.9062
3 0.1554 3.16554

Atoms # charge

1 2 1.575 37.74763512724774 37.75209667382774 37.75106093439782 0 0 0
20 3 -1.05 39.409285332444966 37.165972924524745 37.164067720660775 0 0 0
21 2 1.575 46.57955093303503 38.047914102194646 38.04763581107714 0 0 0
32 3 -1.05 47.91771054820487 37.12463735488987 37.12667052203649 0 0 0
226 2 1.575 41.263361865960015 37.272973903290534 37.269302774291354 0 0 0
230 3 -1.05 43.210319564415286 37.28028810018036 37.2762758206733 0 0 0
262 2 1.575 49.733147101332946 37.254477447286895 37.25680856728097 0 0 0
266 3 -1.05 51.72177157912278 37.26174684142382 37.26343569734425 0 0 0
995 2 1.575 55.12130471467243 38.04477182467891 38.04248638621462 0 0 0
1014 3 -1.05 56.260075238151515 37.00527686601436 37.00756738897792 0 0 0
1198 2 1.575 58.102937451842614 37.14686001108031 37.147862966454205 0 0 0
1188 3 -1.05 60.114715076421085 37.206597497601614 37.209211098889234 0 0 0
11 2 1.575 38.04530617138839 46.57534053263549 38.04874743546831 0 0 0
36 3 -1.05 37.16764286126227 39.403880357915334 37.17009472494187 0 0 0
38 3 -1.05 37.1260919459758 47.91887782024049 37.126734505076605 0 0 0
116 2 1.575 37.26879467589049 41.27030838404046 37.27433182292087 0 0 0
119 3 -1.05 37.27819929094076 43.21142917446 37.28237625245276 0 0 0
134 2 1.575 37.2577814499323 49.73132186522808 37.25513968885508 0 0 0
137 3 -1.05 37.2633892682682 51.72089100417108 37.26146219154433 0 0 0
669 2 1.575 38.04453090851665 55.12258785917319 38.045244998873095 0 0 0
702 3 -1.05 37.00724432267254 56.260087954519705 37.00648861758041 0 0 0
780 2 1.575 37.148356143918 58.10219901315529 37.1476644428289 0 0 0
9 3 -1.05 39.29622001264202 45.396053296183226 37.19532701119568 0 0 0
10 3 -1.05 45.39637692209466 39.297390290232165 37.192727146346435 0 0 0
16 3 -1.05 45.32909294368624 47.74321411603911 37.25566674908659 0 0 0
26 3 -1.05 47.74062362333147 45.3336395843363 37.24052429013808 0 0 0
27 2 1.575 46.55291660904384 46.55078626520367 38.06734009320113 0 0 0
114 2 1.575 40.26378288051629 40.26783658206097 37.96104828038063 0 0 0
117 2 1.575 39.24778604086408 43.43385172635655 37.248780955728826 0 0 0
121 3 -1.05 39.179841074567754 41.467358963645665 37.0594796613467 0 0 0
152 2 1.575 45.5156424630055 41.234695967424784 37.224307965507165 0 0 0
153 2 1.575 47.63269460744996 43.374738906217374 37.22628902042047 0 0 0
155 3 -1.05 45.67870626111767 43.217608777510506 37.30760483539466 0 0 0
157 3 -1.05 47.45274538551844 41.431768020510255 37.2967544113492 0 0 0
229 2 1.575 43.437166786901734 39.24750244831336 37.25195521810927 0 0 0
232 3 -1.05 41.470651196068964 39.179874323778854 37.05943175713935 0 0 0
244 2 1.575 41.23447611200889 45.51675142355582 37.21776008306145 0 0 0
247 2 1.575 43.37093588002254 47.633743598069465 37.22754160331584 0 0 0
248 3 -1.05 43.21907360421198 45.68123704783826 37.30531832294687 0 0 0
250 3 -1.05 41.431113944592944 47.45542869933341 37.29609742128982 0 0 0
337 2 1.575 42.43956109117493 42.438876899194135 38.033439137756005 0 0 0
345 3 -1.05 41.2032167226573 43.564900345933864 37.17097477809204 0 0 0
346 3 -1.05 43.5639649118751 41.203309843381874 37.17223229734585 0 0 0
135 2 1.575 39.225657539361414 51.949618761039105 37.21843572004406 0 0 0
139 3 -1.05 39.16054972099643 50.01002532726162 37.268338706694166 0 0 0
170 2 1.575 45.44852484351054 49.70597455381427 37.23775463318553 0 0 0
171 2 1.575 47.613721924138645 51.86544011403921 37.23593712224881 0 0 0
173 3 -1.05 45.64766934264145 51.67641713598018 37.290570819681925 0 0 0
175 3 -1.05 47.417008251568376 49.89645407888863 37.29507831511618 0 0 0
347 2 1.575 42.267423640686985 50.790366308943376 38.05435777360738 0 0 0
355 3 -1.05 41.164510555340904 52.05026053860367 37.188800343154746 0 0 0
356 3 -1.05 43.48111111484286 49.58355907745849 37.240984265246055 0 0 0
668 3 -1.05 39.29106097551154 53.891689317331 37.26142734029529 0 0 0
678 3 -1.05 45.26913161471207 56.154978084430866 37.20063833208766 0 0 0
684 3 -1.05 43.428241396889014 58.02985812548752 37.25039090668162 0 0 0
686 3 -1.05 47.73172020127556 53.83157508049555 37.25582749485973 0 0 0
687 2 1.575 46.53758867564334 55.05645104687384 38.0584498947316 0 0 0
785 3 -1.05 39.047620270438166 58.27155746262517 37.177135774411916 0 0 0
816 2 1.575 45.37129365723827 58.09461317050431 37.221486726658114 0 0 0
821 3 -1.05 47.30894360300649 58.16285188238388 37.26321494684423 0 0 0
863 3 -1.05 41.38903375299093 55.92957336406106 37.262829576193106 0 0 0
865 3 -1.05 43.17463441119875 54.14446836298769 37.28178267658153 0 0 0
866 2 1.575 43.32908523505961 56.0921477088755 37.21015695263191 0 0 0
875 2 1.575 41.22819343522188 53.98899898885347 37.21092423169371 0 0 0
265 2 1.575 51.948445257262875 39.22485980318821 37.21496990920105 0 0 0
268 3 -1.05 50.008960238136666 39.15659350731612 37.26689357007773 0 0 0
280 2 1.575 49.70903296153904 45.457451724031856 37.243871426381574 0 0 0
283 2 1.575 51.8685526374674 47.61804409993198 37.244216424737104 0 0 0
284 3 -1.05 51.6698073384338 45.656031966417515 37.30396692327609 0 0 0
286 3 -1.05 49.896853848834645 47.430742166848404 37.298760546402704 0 0 0
357 2 1.575 50.79393776496925 42.27109153094173 38.04384672833419 0 0 0
365 3 -1.05 49.581097316619804 43.4862109563362 37.23955852854881 0 0 0
366 3 -1.05 52.05392822444756 41.16221990452798 37.18283135995207 0 0 0
990 3 -1.05 53.89351688052021 39.2876204743033 37.24835147412783 0 0 0
992 3 -1.05 53.832360431239856 47.73689640060337 37.23483466666463 0 0 0
1003 3 -1.05 56.15991434812187 45.27038212272414 37.18308827977386 0 0 0
1005 2 1.575 55.0497338258505 46.533660131725235 38.0295436536638 0 0 0
1015 3 -1.05 58.032774643108354 43.430343350575875 37.25237796018005 0 0 0
1102 2 1.575 53.99384024251235 41.22829832441306 37.208444851820914 0 0 0
1103 2 1.575 56.09364263805783 43.33322379806898 37.21326017922588 0 0 0
1105 3 -1.05 54.15235729248307 43.17062122511807 37.292554116861446 0 0 0
1107 3 -1.05 55.93733265767369 41.38913774158959 37.25874300294671 0 0 0
1141 3 -1.05 58.161306684972615 47.30887504975423 37.26849597135742 0 0 0
1152 2 1.575 58.093285454629736 45.369907663368345 37.218089238986316 0 0 0
1183 3 -1.05 58.27270113811021 39.04602825462077 37.17416627939332 0 0 0
367 2 1.575 50.76873328965713 50.77070344242056 38.03968910292388 0 0 0
375 3 -1.05 49.56877657822755 51.981870166259505 37.21861048099386 0 0 0
376 3 -1.05 51.98507054485379 49.576166711748655 37.22326641747275 0 0 0
797 3 -1.05 49.85334126273283 55.88890636703582 37.29207970343929 0 0 0
799 3 -1.05 51.62882090121637 54.108388765675144 37.31638402717665 0 0 0
800 2 1.575 51.7973010399033 56.08406174668412 37.22455958316381 0 0 0
803 2 1.575 49.68617904654479 53.939276834616614 37.23604863521007 0 0 0
837 3 -1.05 51.9200863053747 58.02529590004778 37.18121428355514 0 0 0
1081 3 -1.05 58.02594317827558 51.91963376210239 37.183504678742054 0 0 0
1120 2 1.575 53.93962027225456 49.68481875172221 37.23577908779293 0 0 0
1121 2 1.575 56.08457580814975 51.794869116326545 37.22149617581984 0 0 0
1123 3 -1.05 54.10887270516483 51.626591382382884 37.32010902037326 0 0 0
