LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.8 on Mon Aug 29 16:29:06 CEST 2022
 1466 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 5 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -2.220001 99.540001  xlo xhi
 -2.220001 99.540001  ylo yhi
 -2.220001 99.540001  zlo zhi

# Pair Coeffs
#
# 1  3
# 2  A
# 3  B
# 4  M
# 5  N

 Masses

 1 15.999400 # 3
 2 55.845001 # A
 3 55.845001 # B
 4 55.845001 # M
 5 55.845001 # N

 Atoms # full

228 3 4 1.575000 43.360001 37.000000 39.119999 # M 
229 3 4 1.575000 43.360001 39.119999 37.000000 # M 
230 1 1 -1.050000 43.323200 37.036800 37.036800 # 3 
231 1 1 -1.050000 43.323200 39.083199 39.083199 # 3 
232 1 1 -1.050000 41.276798 39.083199 37.036800 # 3 
233 1 1 -1.050000 41.276798 37.036800 39.083199 # 3 
234 2 2 1.575000 44.419998 40.180000 48.660000 # A 
235 3 4 1.575000 41.240002 37.000000 45.480000 # M 
236 3 4 1.575000 41.240002 39.119999 47.599998 # M 
237 3 4 1.575000 43.360001 37.000000 47.599998 # M 
238 3 4 1.575000 43.360001 39.119999 45.480000 # M 
239 1 1 -1.050000 43.323200 37.036800 45.516800 # 3 
240 1 1 -1.050000 43.323200 39.083199 47.563202 # 3 
241 1 1 -1.050000 41.276798 39.083199 45.516800 # 3 
242 1 1 -1.050000 41.276798 37.036800 47.563202 # 3 
243 2 2 1.575000 44.419998 48.660000 40.180000 # A 
244 3 4 1.575000 41.240002 45.480000 37.000000 # M 
245 3 4 1.575000 41.240002 47.599998 39.119999 # M 
246 3 4 1.575000 43.360001 45.480000 39.119999 # M 
247 3 4 1.575000 43.360001 47.599998 37.000000 # M 
248 1 1 -1.050000 43.323200 45.516800 37.036800 # 3 
249 1 1 -1.050000 43.323200 47.563202 39.083199 # 3 
250 1 1 -1.050000 41.276798 47.563202 37.036800 # 3 
251 1 1 -1.050000 41.276798 45.516800 39.083199 # 3 
252 2 2 1.575000 44.419998 48.660000 48.660000 # A 
253 3 4 1.575000 41.240002 45.480000 45.480000 # M 
254 3 5 1.050000 41.240002 47.599998 47.599998 # N 
255 3 4 1.575000 43.360001 45.480000 47.599998 # M 
256 3 5 1.050000 43.360001 47.599998 45.480000 # N 
257 1 1 -1.050000 43.323200 45.516800 45.516800 # 3 
258 1 1 -1.050000 43.323200 47.563202 47.563202 # 3 
259 1 1 -1.050000 41.276798 47.563202 45.516800 # 3 
260 1 1 -1.050000 41.276798 45.516800 47.563202 # 3 
261 2 2 1.575000 52.900002 40.180000 40.180000 # A 
262 3 4 1.575000 49.720001 37.000000 37.000000 # M 
263 3 4 1.575000 49.720001 39.119999 39.119999 # M 
264 3 4 1.575000 51.840000 37.000000 39.119999 # M 
265 3 4 1.575000 51.840000 39.119999 37.000000 # M 
266 1 1 -1.050000 51.803200 37.036800 37.036800 # 3 
267 1 1 -1.050000 51.803200 39.083199 39.083199 # 3 
268 1 1 -1.050000 49.756802 39.083199 37.036800 # 3 
269 1 1 -1.050000 49.756802 37.036800 39.083199 # 3 
270 2 2 1.575000 52.900002 40.180000 48.660000 # A 
271 3 4 1.575000 49.720001 37.000000 45.480000 # M 
272 3 4 1.575000 49.720001 39.119999 47.599998 # M 
273 3 4 1.575000 51.840000 37.000000 47.599998 # M 
274 3 4 1.575000 51.840000 39.119999 45.480000 # M 
275 1 1 -1.050000 51.803200 37.036800 45.516800 # 3 
276 1 1 -1.050000 51.803200 39.083199 47.563202 # 3 
277 1 1 -1.050000 49.756802 39.083199 45.516800 # 3 
278 1 1 -1.050000 49.756802 37.036800 47.563202 # 3 
279 2 2 1.575000 52.900002 48.660000 40.180000 # A 
280 3 4 1.575000 49.720001 45.480000 37.000000 # M 
281 3 4 1.575000 49.720001 47.599998 39.119999 # M 
282 3 4 1.575000 51.840000 45.480000 39.119999 # M 
283 3 4 1.575000 51.840000 47.599998 37.000000 # M 
284 1 1 -1.050000 51.803200 45.516800 37.036800 # 3 
285 1 1 -1.050000 51.803200 47.563202 39.083199 # 3 
286 1 1 -1.050000 49.756802 47.563202 37.036800 # 3 
287 1 1 -1.050000 49.756802 45.516800 39.083199 # 3 
288 2 2 1.575000 52.900002 48.660000 48.660000 # A 
289 3 4 1.575000 49.720001 45.480000 45.480000 # M 
290 3 4 1.575000 49.720001 47.599998 47.599998 # M 
291 3 5 1.050000 51.840000 45.480000 47.599998 # N 
292 3 5 1.050000 51.840000 47.599998 45.480000 # N 
293 1 1 -1.050000 51.803200 45.516800 45.516800 # 3 
294 1 1 -1.050000 51.803200 47.563202 47.563202 # 3 
295 1 1 -1.050000 49.756802 47.563202 45.516800 # 3 
296 1 1 -1.050000 49.756802 45.516800 47.563202 # 3 
297 2 2 1.575000 42.299999 38.060001 42.299999 # A 
298 1 1 -1.050000 41.203201 39.156799 41.203201 # 3 
299 1 1 -1.050000 43.396801 45.443199 41.203201 # 3 
300 1 1 -1.050000 43.396801 39.156799 43.396801 # 3 
301 1 1 -1.050000 41.203201 45.443199 43.396801 # 3 
302 2 2 1.575000 42.299999 38.060001 50.779999 # A 
303 1 1 -1.050000 41.203201 39.156799 49.683201 # 3 
304 1 1 -1.050000 43.396801 45.443199 49.683201 # 3 
305 1 1 -1.050000 43.396801 39.156799 51.876801 # 3 
306 1 1 -1.050000 41.203201 45.443199 51.876801 # 3 
307 2 2 1.575000 42.299999 46.540001 42.299999 # A 
308 1 1 -1.050000 41.203201 47.636799 41.203201 # 3 
309 1 1 -1.050000 43.396801 47.636799 43.396801 # 3 
310 2 2 1.575000 42.299999 46.540001 50.779999 # A 
311 1 1 -1.050000 41.203201 47.636799 49.683201 # 3 
312 1 1 -1.050000 43.396801 47.636799 51.876801 # 3 
313 1 1 -1.050000 43.396801 36.963200 41.203201 # 3 
314 1 1 -1.050000 41.203201 36.963200 43.396801 # 3 
315 1 1 -1.050000 43.396801 36.963200 49.683201 # 3 
316 1 1 -1.050000 41.203201 36.963200 51.876801 # 3 
317 2 2 1.575000 50.779999 38.060001 42.299999 # A 
318 1 1 -1.050000 49.683201 39.156799 41.203201 # 3 
319 1 1 -1.050000 51.876801 45.443199 41.203201 # 3 
320 1 1 -1.050000 51.876801 39.156799 43.396801 # 3 
321 1 1 -1.050000 49.683201 45.443199 43.396801 # 3 
322 2 2 1.575000 50.779999 38.060001 50.779999 # A 
323 1 1 -1.050000 49.683201 39.156799 49.683201 # 3 
324 1 1 -1.050000 51.876801 45.443199 49.683201 # 3 
325 1 1 -1.050000 51.876801 39.156799 51.876801 # 3 
326 1 1 -1.050000 49.683201 45.443199 51.876801 # 3 
327 2 2 1.575000 50.779999 46.540001 42.299999 # A 
328 1 1 -1.050000 49.683201 47.636799 41.203201 # 3 
329 1 1 -1.050000 51.876801 47.636799 43.396801 # 3 
330 2 2 1.575000 50.779999 46.540001 50.779999 # A 
331 1 1 -1.050000 49.683201 47.636799 49.683201 # 3 
332 1 1 -1.050000 51.876801 47.636799 51.876801 # 3 
333 1 1 -1.050000 51.876801 36.963200 41.203201 # 3 
334 1 1 -1.050000 49.683201 36.963200 43.396801 # 3 
335 1 1 -1.050000 51.876801 36.963200 49.683201 # 3 
336 1 1 -1.050000 49.683201 36.963200 51.876801 # 3 
337 2 2 1.575000 42.299999 42.299999 38.060001 # A 
338 1 1 -1.050000 43.396801 43.396801 39.156799 # 3 
339 1 1 -1.050000 41.203201 41.203201 39.156799 # 3 
340 1 1 -1.050000 41.203201 43.396801 45.443199 # 3 
341 1 1 -1.050000 43.396801 41.203201 45.443199 # 3 
342 2 2 1.575000 42.299999 42.299999 46.540001 # A 
343 1 1 -1.050000 43.396801 43.396801 47.636799 # 3 
344 1 1 -1.050000 41.203201 41.203201 47.636799 # 3 
345 1 1 -1.050000 41.203201 43.396801 36.963200 # 3 
346 1 1 -1.050000 43.396801 41.203201 36.963200 # 3 
347 2 2 1.575000 42.299999 50.779999 38.060001 # A 
348 1 1 -1.050000 43.396801 51.876801 39.156799 # 3 
349 1 1 -1.050000 41.203201 49.683201 39.156799 # 3 
350 1 1 -1.050000 41.203201 51.876801 45.443199 # 3 
351 1 1 -1.050000 43.396801 49.683201 45.443199 # 3 
352 2 2 1.575000 42.299999 50.779999 46.540001 # A 
353 1 1 -1.050000 43.396801 51.876801 47.636799 # 3 
354 1 1 -1.050000 41.203201 49.683201 47.636799 # 3 
355 1 1 -1.050000 41.203201 51.876801 36.963200 # 3 
356 1 1 -1.050000 43.396801 49.683201 36.963200 # 3 
357 2 2 1.575000 50.779999 42.299999 38.060001 # A 
358 1 1 -1.050000 51.876801 43.396801 39.156799 # 3 
359 1 1 -1.050000 49.683201 41.203201 39.156799 # 3 
360 1 1 -1.050000 49.683201 43.396801 45.443199 # 3 
361 1 1 -1.050000 51.876801 41.203201 45.443199 # 3 
362 2 2 1.575000 50.779999 42.299999 46.540001 # A 
363 1 1 -1.050000 51.876801 43.396801 47.636799 # 3 
364 1 1 -1.050000 49.683201 41.203201 47.636799 # 3 
365 1 1 -1.050000 49.683201 43.396801 36.963200 # 3 
366 1 1 -1.050000 51.876801 41.203201 36.963200 # 3 
367 2 2 1.575000 50.779999 50.779999 38.060001 # A 
368 1 1 -1.050000 51.876801 51.876801 39.156799 # 3 
369 1 1 -1.050000 49.683201 49.683201 39.156799 # 3 
370 1 1 -1.050000 49.683201 51.876801 45.443199 # 3 
371 1 1 -1.050000 51.876801 49.683201 45.443199 # 3 
372 2 2 1.575000 50.779999 50.779999 46.540001 # A 
373 1 1 -1.050000 51.876801 51.876801 47.636799 # 3 
374 1 1 -1.050000 49.683201 49.683201 47.636799 # 3 
375 1 1 -1.050000 49.683201 51.876801 36.963200 # 3 
376 1 1 -1.050000 51.876801 49.683201 36.963200 # 3 
377 2 2 1.575000 44.419998 44.419998 44.419998 # A 
378 3 5 1.050000 43.360001 43.360001 41.240002 # N 
379 3 4 1.575000 43.360001 41.240002 43.360001 # M 
380 3 5 1.050000 41.240002 43.360001 43.360001 # N 
381 3 4 1.575000 41.240002 41.240002 41.240002 # M 
382 1 1 -1.050000 41.276798 43.323200 41.276798 # 3 
383 1 1 -1.050000 41.276798 41.276798 43.323200 # 3 
384 1 1 -1.050000 43.323200 41.276798 41.276798 # 3 
385 1 1 -1.050000 43.323200 43.323200 43.323200 # 3 
386 2 2 1.575000 44.419998 44.419998 52.900002 # A 
387 3 5 1.050000 43.360001 43.360001 49.720001 # N 
388 3 4 1.575000 43.360001 41.240002 51.840000 # M 
389 3 5 1.050000 41.240002 43.360001 51.840000 # N 
390 3 5 1.050000 41.240002 41.240002 49.720001 # N 
391 1 1 -1.050000 41.276798 43.323200 49.756802 # 3 
392 1 1 -1.050000 41.276798 41.276798 51.803200 # 3 
393 1 1 -1.050000 43.323200 41.276798 49.756802 # 3 
394 1 1 -1.050000 43.323200 43.323200 51.803200 # 3 
395 2 2 1.575000 44.419998 52.900002 44.419998 # A 
396 3 5 1.050000 43.360001 51.840000 41.240002 # N 
397 3 4 1.575000 43.360001 49.720001 43.360001 # M 
398 3 4 1.575000 41.240002 51.840000 43.360001 # M 
399 3 5 1.050000 41.240002 49.720001 41.240002 # N 
400 1 1 -1.050000 41.276798 51.803200 41.276798 # 3 
401 1 1 -1.050000 41.276798 49.756802 43.323200 # 3 
402 1 1 -1.050000 43.323200 49.756802 41.276798 # 3 
403 1 1 -1.050000 43.323200 51.803200 43.323200 # 3 
404 2 2 1.575000 44.419998 52.900002 52.900002 # A 
405 3 4 1.575000 43.360001 51.840000 49.720001 # M 
406 3 4 1.575000 43.360001 49.720001 51.840000 # M 
407 3 4 1.575000 41.240002 51.840000 51.840000 # M 
408 3 4 1.575000 41.240002 49.720001 49.720001 # M 
409 1 1 -1.050000 41.276798 51.803200 49.756802 # 3 
410 1 1 -1.050000 41.276798 49.756802 51.803200 # 3 
