LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.8 on Thu Oct 21 13:47:24 CEST 2021

 903 atoms
 0 bonds 
 0 angles
 0 dihedrals
 0 impropers
 5 atom types
 1 bond types
 1 angle types
 0 dihedral types
 0 improper types

 -25.000000 25.000000  xlo xhi
 -25.000000 25.000000  ylo yhi
 -25.000000 25.000000  zlo zhi

Masses

1 15.999400
2 1.008
3 15.999400 # 1
4 55.845001 # 2
5 55.845001

Atoms 

1 0 3 -1.050000 -11.770500 -3.237100 3.237000 # 1 
2 0 3 -1.050000 -11.770400 -1.029600 1.029500 # 1 
3 0 3 -1.050000 -11.770400 1.029500 -1.029600 # 1 
4 0 3 -1.050000 -11.770400 3.237000 -3.237000 # 1 
5 0 4 1.050000 -11.733300 -5.333300 3.200000 # 2 
6 0 4 1.050000 -11.733300 -3.200000 -3.200000 # 2 
7 0 4 1.050000 -11.733300 -3.200000 5.333300 # 2 
8 0 4 1.050000 -11.733300 -1.066600 -1.066600 # 2 
9 0 4 1.050000 -11.733300 1.066600 1.066600 # 2 
10 0 4 1.050000 -11.733300 3.200000 -5.333300 # 2 
11 0 4 1.050000 -11.733300 3.200000 3.200000 # 2 
12 0 4 1.050000 -11.733300 5.333300 -3.200000 # 2 
13 0 3 -1.050000 -11.696200 -5.370400 1.103700 # 1 
14 0 3 -1.050000 -11.696200 -3.162900 -1.103700 # 1 
15 0 3 -1.050000 -11.696200 -1.103700 -3.162900 # 1 
16 0 3 -1.050000 -11.696200 -1.103700 5.370300 # 1 
17 0 3 -1.050000 -11.696200 1.103700 -5.370400 # 1 
18 0 3 -1.050000 -11.696200 1.103700 3.162800 # 1 
19 0 3 -1.050000 -11.696200 3.162800 1.103700 # 1 
20 0 3 -1.050000 -11.696200 5.370300 -1.103700 # 1 
21 0 4 1.050000 -10.666600 -6.400000 -2.133300 # 2 
22 0 4 1.050000 -10.666600 -2.133300 -6.400000 # 2 
23 0 4 1.050000 -10.666600 -2.133300 2.133300 # 2 
24 0 4 1.050000 -10.666600 2.133300 -2.133300 # 2 
25 0 4 1.050000 -10.666600 2.133300 6.400000 # 2 
26 0 4 1.050000 -10.666600 6.400000 2.133300 # 2 
27 0 3 -1.050000 -9.637100 -7.429600 1.103700 # 1 
28 0 3 -1.050000 -9.637100 -5.370400 -5.370400 # 1 
29 0 3 -1.050000 -9.637100 -5.370400 3.162800 # 1 
30 0 3 -1.050000 -9.637100 -3.162900 -3.162900 # 1 
31 0 3 -1.050000 -9.637100 -3.162900 5.370300 # 1 
32 0 3 -1.050000 -9.637100 -1.103700 -1.103700 # 1 
33 0 3 -1.050000 -9.637100 -1.103700 7.429500 # 1 
34 0 3 -1.050000 -9.637100 1.103700 -7.429600 # 1 
35 0 3 -1.050000 -9.637100 1.103700 1.103700 # 1 
36 0 3 -1.050000 -9.637100 3.162800 -5.370400 # 1 
37 0 3 -1.050000 -9.637100 3.162800 3.162800 # 1 
38 0 3 -1.050000 -9.637100 5.370300 -3.162900 # 1 
39 0 3 -1.050000 -9.637100 5.370300 5.370300 # 1 
40 0 3 -1.050000 -9.637100 7.429500 -1.103700 # 1 
41 0 4 1.050000 -9.600000 -7.466600 -5.333300 # 2 
42 0 4 1.050000 -9.600000 -7.466600 3.200000 # 2 
43 0 4 1.050000 -9.600000 -5.333300 -7.466600 # 2 
44 0 4 1.050000 -9.600000 -5.333300 1.066600 # 2 
45 0 4 1.050000 -9.600000 -3.200000 -1.066600 # 2 
46 0 4 1.050000 -9.600000 -3.200000 7.466600 # 2 
47 0 4 1.050000 -9.600000 -1.066600 -3.200000 # 2 
48 0 4 1.050000 -9.600000 -1.066600 5.333300 # 2 
49 0 4 1.050000 -9.600000 1.066600 -5.333300 # 2 
50 0 4 1.050000 -9.600000 1.066600 3.200000 # 2 
51 0 4 1.050000 -9.600000 3.200000 -7.466600 # 2 
52 0 4 1.050000 -9.600000 3.200000 1.066600 # 2 
53 0 4 1.050000 -9.600000 5.333300 -1.066600 # 2 
54 0 4 1.050000 -9.600000 5.333300 7.466600 # 2 
55 0 4 1.050000 -9.600000 7.466600 -3.200000 # 2 
56 0 4 1.050000 -9.600000 7.466600 5.333300 # 2 
